"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"LUHJZLYR","manuscript","2004","Retamal, Rodrigo","Bioantropología del Cementerio Pica 8 : Período Intermedio Tardío (Región de Tarapacá)","","","","","","","2004","2018-02-14 07:36:50","2021-04-13 03:29:24","","","","","","","","","","","","","","Santiago","","","Informe de Práctica Profesional. Departamento de Antropología, Facultad de Ciencias Sociales, Universidad de Chile","","","","","Norte Grande;Bioarqueología","","","","cementerio; Pica-8; período Intermedio Tardío","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IFK8T6ZU","conferencePaper","2006","Retamal, Rodrigo; Pacheco, Aryel","Perfil osteobiográfico del cementerio Pica 8: paleopatología y modos de vida (Período Intermedio Tardío, Región de Tarapacá, Chile)","Actas del XVII Congreso Nacional de Arqueología Chilena","","","","https://scha.cl/wp-content/uploads/2019/02/ARQ_2006_tI.pdf","","2006","2018-02-14 07:36:52","2021-04-13 03:30:08","","","","","","","","","","","","","Kultrún","Valdivia","","","","","","","","Norte Grande;Bioarqueología","","","","paleopatología; osteobiografía; período Intermedio Tardío; complejo Pica-Tarapacá","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DUHR3CU4","thesis","2010","Pacheco, Aryel","Bioarqueología del Conflicto: Lesiones esqueletales en la Colección Pica 8 y su relación con situaciones de violencia interpersonal durante el Período Intermedio Tardío (Región de Tarapacá, Chile)","","","","","http://repositorio.uchile.cl/handle/2250/106309","","2010","2018-02-14 07:36:57","2021-04-13 03:26:48","","","","","","","","","","","","","Memoria para obtener el Título de Antropólogo con especialidad en Antropología Física. Universidad de Chile","Santiago, Chile","","","","","","","","Norte Grande;Bioarqueología","","","","Chile; bioarqueología; violencia; período Intermedio Tardío","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7HKY7R4M","journalArticle","2006","Torres-Rouff, Christina; Costa-Junqueira, María Antonietta","Interpersonal violence in prehistoric San Pedro de Atacama, Chile: Behavioral implications of environmental stress","American Journal of Physical Anthropology","","0002-9483, 1096-8644","10.1002/ajpa.20315","http://doi.wiley.com/10.1002/ajpa.20315","","2006-05","2018-10-14 20:37:11","2021-04-12 02:22:18","2018-10-14 20:37:11","60-70","","1","130","","","Interpersonal violence in prehistoric San Pedro de Atacama, Chile","","","","","","","en","","","","","Crossref","","Norte Grande;Bioarqueología","","","","bioarqueología; Andes; trauma craneal; estrés por recursos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NXWA4VUH","journalArticle","2002","Torres-Rouff, Christina","Cranial Vault Modification and Ethnicity in Middle Horizon San Pedro de Atacama, Chile","Current Anthropology","","0011-3204, 1537-5382","10.1086/338290","https://www.journals.uchicago.edu/doi/10.1086/338290","","2002-02","2018-10-14 20:37:14","2021-04-02 19:50:43","2018-10-14 20:37:14","163-171","","1","43","","","","","","","","","","en","","","","","Crossref","","Norte Grande;Bioarqueología","","","","deformación craneana; San Pedro de Atacama; horizonte medio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WUBXWM8A","journalArticle","2011","Torres-Rouff, Christina","Hiding inequality beneath prosperity: Patterns of cranial injury in middle period San Pedro de Atacama, Northern Chile","American Journal of Physical Anthropology","","00029483","10.1002/ajpa.21536","http://doi.wiley.com/10.1002/ajpa.21536","","2011-09","2018-10-14 20:37:17","2021-03-29 04:15:24","2018-10-14 20:37:17","28-37","","1","146","","","Hiding inequality beneath prosperity","","","","","","","en","","","","","Crossref","","Norte Grande;Bioarqueología","","","","Tiwanaku; fractura craneal; estatus social; Solcor; ayllu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8RIVAK6Y","journalArticle","2013","Torres-Rouff, Christina; Hubbe, Mark","The Sequence of Human Occupation in the Atacama Oases, Chile: A Radiocarbon Chronology Based on Human Skeletal Remains","Latin American Antiquity","","1045-6635, 2325-5080","10.7183/1045-6635.24.3.330","https://www.cambridge.org/core/product/identifier/S1045663500011792/type/journal_article","","2013-09","2018-10-14 20:37:20","2021-03-29 04:16:50","2018-10-14 20:37:20","330-344","","03","24","","","The Sequence of Human Occupation in the Atacama Oases, Chile","","","","","","","en","","","","","Crossref","","Norte Grande;Bioarqueología","","","","cronología; Atacama; radiocarbono","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YTFRS2D9","journalArticle","2011","Marsteller, Sara J.; Torres-Rouff, Christina; Knudson, Kelly J.","Pre-Columbian Andean sickness ideology and the social experience of leishmaniasis: A contextualized analysis of bioarchaeological and paleopathological data from San Pedro de Atacama, Chile","International Journal of Paleopathology","","18799817","10.1016/j.ijpp.2011.02.001","http://linkinghub.elsevier.com/retrieve/pii/S1879981711000040","Sociocultural concepts associated with sickness can profoundly inﬂuence social processes and individual experiences of disease. Here, we consider the role of sociocultural beliefs concerning sickness in the construction of individuals’ social identities in the pre-Columbian Andes. Paleopathological analyses reveal evidence of mucocutaneous leishmaniasis, a facially disﬁguring infectious disease endemic to tropical lowland rainforests, in the skeletal remains of six females buried at Coyo Oriental and Tchecar Túmulo Sur, two Middle Horizon (AD 500–1000) cemeteries in the highland desert of San Pedro de Atacama, Chile. We use pre-Columbian Andean sickness ideology reconstructed from ethnography and ethnohistory as an interpretative framework for data from these individuals’ mortuary contexts and isotopic analyses used to infer residential mobility. Our study demonstrates that consideration of sickness ideology in conjunction with multiple lines of bioarchaeological and archaeological evidence increases understanding of the social experience of disease at San Pedro during the Middle Horizon.","2011-03","2018-10-14 20:37:22","2021-04-13 03:21:07","2018-10-14 20:37:22","24-34","","1","1","","","Pre-Columbian Andean sickness ideology and the social experience of leishmaniasis","","","","","","","en","","","","","Crossref","","Norte Grande;Bioarqueología","","C:\Users\yo\Zotero\storage\J7TA7PN8\Marsteller et al. - 2011 - Pre-Columbian Andean sickness ideology and the soc.pdf","","mobility; mortuary archaeology; mucocutaneous leishmaniasis; radiogenic strontium isotopes; social identity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E9SKNJBG","journalArticle","2000","Varela, Héctor H.; Cocilovo, José A.","Structure of the Prehistoric Population of San Pedro de Atacama","Current Anthropology","","0011-3204, 1537-5382","10.1086/300112","http://www.journals.uchicago.edu/doi/10.1086/300112","","2000-02","2018-10-18 09:25:50","2021-04-13 03:40:26","2018-10-18 09:25:50","125-132","","1","41","","","","","","","","","","en","","","","","Crossref","","Norte Grande;Bioarqueología","","; C:\Users\yo\Zotero\storage\CUTRE5S6\Varela and Cocilovo - 2000 - Structure of the Prehistoric Population of San Ped.pdf","http://www.jstor.org/stable/10.1086/300112","San Pedro de Atacama; structure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7F5HLAAE","journalArticle","2012","Nado, Kristin L; Marsteller, Sara J; King, Laura M; Daverman, Blair M; Torres-Rouff, Christina; Knudson, Kelly J.","Examining Local Social Identities Through Patterns Of Biological And Cultural Variation In The Solcor Ayllu, San Pedro De Atacama, Chile","Chungará (Arica)","","0717-7356","10.4067/S0717-73562012000200010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73562012000200010&lng=en&nrm=iso&tlng=en","Studies of local forms of social organization in peripheral areas can enrich our understanding of the sociopolitical factors structuring core-periphery interactions. This research explores how local group identities impacted the ways in which individuals and communities at San Pedro de Atacama, Chile, expressed their relationship to the Tiwanaku polity during the Middle Horizon. Combining information from body modification practices, burial contexts, and isotopic indicators of diet and geographic origin, we demonstrate that differential incorporation of Tiwanaku goods and practices may have served alongside other local customs to mark social group distinctions between individuals interred in the Solcor 3 and Solcor Plaza cemeteries.","2012-06","2018-10-18 09:43:25","2021-08-13 04:29:03","2018-10-18 09:43:25","341-357","","2","44","","","q2w2","","","","","","","en","","","","","Crossref","","Norte Grande;Bioarqueología,Isótopos","","C:\Users\yo\Zotero\storage\XXN6YYUZ\Nado et al. - 2012 - EXAMINING LOCAL SOCIAL IDENTITIES THROUGH PATTERNS.pdf","","bioarchaeology; Tiwanaku; social differentiation; carbon; Middle horizon; cranial vault modification; oxygen and strontium isotopes; mortuary practices","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UHB2BLWL","journalArticle","2008","Torres-Rouff, Christina","The Influence of Tiwanaku on Life in the Chilean Atacama: Mortuary and Bodily Perspectives","American Anthropologist","","00027294, 15481433","10.1111/j.1548-1433.2008.00042.x","http://doi.wiley.com/10.1111/j.1548-1433.2008.00042.x","","2008-09","2018-10-20 17:54:45","2021-03-29 04:16:47","2018-10-20 17:54:45","325-337","","3","110","","","The Influence of Tiwanaku on Life in the Chilean Atacama","","","","","","","en","","","","","Crossref","","Norte Grande;Bioarqueología","","","","Tiwanaku; Atacama; cuerpo; mortuorio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KNNMQ289","journalArticle","2007","Torres-Rouff, Christina","La deformación craneana en San Pedro de Atacama","Estudios atacameños","","0718-1043","10.4067/S0718-10432007000100003","https://scielo.conicyt.cl/scielo.php?script=sci_abstract&pid=S0718-10432007000100003&lng=es&nrm=iso&tlng=es","La población prehistórica de San Pedro de Atacama (norte de Chile) interactuó con grupos extranjeros y socios locales de intercambio y presenció cambios demográficos en su territorio. Una de las consecuencias de éstos es la visible y deliberada modificación de la forma de la cabeza, siendo su forma el modo de inscribir las características culturales en el cuerpo humano. El análisis de 659 cráneos provenientes de 13 cementerios (300 AC-1500 DC), ocupados durante transformaciones significativas en el ambiente social, reveló el uso de este visible símbolo como instrumento para afiliarse a grupos foráneos, y durante períodos de trastorno, para consolidar la identidad del grupo","2007-06","2018-11-07 17:35:37","2021-05-16 15:16:08","2018-11-07 17:35:37","25-38","","33","","","","","","","","","","","","","","","","SciELO","","Norte Grande;Bioarqueología","","C:\Users\yo\Zotero\storage\Y3ILWS4S\scielo.html","","bioarqueología; deformación craneana; San Pedro de Atacama","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BHY9467G","journalArticle","2011","Tótora da-Gloria, Pedro José; Alves Neves, Walter; Costa-Junqueira, María Antonietta; Bartolomucci, Rafael","Nonspecific Infectious Diseases In Prehistoric San Pedro De Atacama, Northern Chile","Chungará (Arica)","","0717-7356","10.4067/S0717-73562011000100013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73562011000100013&lng=en&nrm=iso&tlng=en","The region of San Pedro de Atacama, Northern Chile, has undergone several cultural and social changes after humans settled in Atacama Desert around 500 BC. The Atacameño people experienced the highest degree of social and cultural changes between 400 and 900 AD when they were assimilated into the Tiwanaku trade and political web that influenced most of the Central-Southern Andes. Under the influence of Tiwanaku, San Pedro de Atacama experienced its greatest economic development. Prior analyses of local human skeletal remains have shown a significant increase in the stature of the local population during the same period. In this paper, we investigate the impact of the Tiwanaku influence on the local epidemiological profile using the incidence of periostitis and osteomyelitis as indicators of biological stress. Surprisingly, the best epidemiological condition occurred during the final phase of influence of Tiwanaku (910-960 AD), and not during the apex influence (480-920 AD), as expected by the archaeological context. We suggest that population growth and aggregation may have counteracted the benefits of improved nutrition during the peak Tiwanaku influence. A severe drought occurred between 1,100 and 1,400 AD in Northern Chile. This could also explain the marked increase of bone infections in the post-Tiwanaku period (920-1,240 AD).","2011-06","2018-11-08 03:44:26","2021-08-13 04:25:30","2018-11-08 03:44:26","135-146","","1","43","","","","","","","","","","en","","","","","Crossref","","Norte Grande;Bioarqueología","","C:\Users\yo\Zotero\storage\XCLJJ2NJ\Tótora da-Gloria et al. - 2011 - NONSPECIFIC INFECTIOUS DISEASES IN PREHISTORIC SAN.pdf","","bioarchaeology; epidemiology; Tiwanaku; Atacama Desert; biological quality of life","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
